0,1279
0,6258
0,7889
0,8492
1,1634
1,2516
1,2570
1,2974
1,3461
1,4284
1,5935
1,6749
1,7796
1,7979
1,9677
2,1051
2,2739
2,3527
2,5427
2,8054
2,9658
2,9757
3,2593
3,2929
3,3151
3,3794
3,4890
3,6276
3,7146
3,7665
3,8368
3,8745
3,9269
4,301
4,353
4,943
4,3265
4,5396
4,6594
4,6736
4,7073
4,7664
4,7971
4,8013
5,327
5,530
5,1372
5,1576
5,1636
5,4412
5,4733
5,4912
5,5725
5,5776
5,6858
5,9218
5,9676
5,9815
6,1692
6,4525
6,4878
6,4894
6,5481
6,6550
6,7589
6,8824
6,9168
6,9910
7,180
7,724
7,974
7,1736
7,2317
7,2599
7,2659
7,3327
7,3533
7,4025
7,5679
7,5729
7,5752
7,5798
7,8545
7,9727
7,9820
7,9979
8,2461
8,3085
8,6644
8,7640
8,9950
9,228
9,583
9,1426
9,3396
9,3400
9,4308
9,5283
9,5945
9,6426
9,7895
9,8021
9,8317
9,8891
9,9120
10,296
10,1577
10,1970
10,1973
10,2888
10,3079
10,3350
10,3480
10,4545
10,5413
10,7701
10,8848
10,9590
10,9741
11,186
11,2054
11,3380
11,4141
11,4983
11,5903
11,6683
11,6766
11,6905
11,7069
11,7306
11,7933
11,8146
12,1727
12,3369
12,3589
12,3655
12,4265
12,4608
12,5548
12,5749
12,6575
12,6916
13,604
13,1241
13,2952
13,3742
13,3907
13,4778
13,7509
13,9239
14,396
14,1174
14,1435
14,1452
14,1735
14,2975
14,3156
14,4083
14,4092
14,5380
14,5384
14,5752
14,6681
14,6866
14,6915
14,7661
14,8790
14,8988
15,1933
15,2456
15,3761
15,4069
15,7186
15,7803
15,7844
15,8979
16,63
16,2998
16,4854
16,5311
16,6499
16,6990
16,7032
16,7044
16,7542
16,8418
16,8802
16,9570
16,9589
16,9814
17,798
17,1354
17,1895
17,2075
17,2252
17,4746
17,5579
17,6769
17,6847
17,7302
17,9702
18,1001
18,1267
18,2468
18,4139
18,4330
18,5119
18,6632
18,8049
19,818
19,1680
19,5332
19,8102
19,8914
19,9464
20,1356
20,2713
20,3101
20,6429
20,8344
21,1168
21,1950
21,2135
21,2452
21,2699
21,2986
21,3324
21,3356
21,3988
21,4927
21,5480
21,5595
21,6108
21,6337
21,8048
21,9813
22,756
22,3135
22,3641
22,4868
23,2310
23,2597
23,2849
23,3131
23,3453
23,4812
23,5778
23,6079
23,7017
23,7833
23,8213
23,8339
23,8387
24,2851
24,3628
24,3653
24,3861
24,5506
24,5668
24,6626
24,6928
24,7452
25,1585
25,2781
25,9112
25,9579
26,1547
26,2803
26,2895
26,4943
26,5072
26,6306
27,2568
27,2911
27,3097
27,3117
27,3235
27,3522
27,3755
27,6850
27,8103
27,9385
28,793
28,1646
28,2776
28,3144
28,3562
28,4501
28,5588
28,8957
28,9468
29,902
29,1131
29,5367
29,6268
29,9482
29,9818
30,321
30,1399
30,1545
30,2084
30,2286
30,2493
30,2820
30,5212
30,7460
30,7524
30,9239
31,768
31,2291
31,3701
31,4261
31,9629
32,3169
32,3577
32,4029
32,5744
32,7834
32,8108
32,9012
32,9040
32,9701
33,1251
33,1826
33,2892
33,5562
33,5862
33,7940
33,9401
34,1004
34,2622
34,4052
34,6004
34,7651
34,9038
34,9256
35,2306
35,3618
35,4269
35,5328
35,6786
35,9693
35,9862
36,2534
36,2950
36,3017
36,3595
36,4305
36,6064
36,7310
36,8341
36,8431
37,678
37,1650
37,3504
37,4124
37,5788
37,6635
37,6808
37,7397
37,9151
38,321
38,982
38,1755
38,2065
38,5045
38,6144
38,8599
38,8613
39,230
39,766
39,1282
39,1472
39,1598
39,1800
39,2234
39,6027
39,6660
39,7206
39,7561
40,232
40,503
40,825
40,1109
40,1843
40,4153
40,4187
40,4393
40,5033
40,5825
40,7869
40,9820
41,125
41,458
41,720
41,1045
41,1657
41,3233
41,5657
41,6882
41,6936
41,9245
42,1017
42,1727
42,2059
42,3703
42,4194
42,9864
43,3862
43,4315
43,4510
43,4524
43,6455
43,6568
43,7519
43,8307
43,9006
44,117
44,2797
44,3906
44,4193
44,5452
44,5727
44,6291
44,6707
44,8029
44,8832
44,9400
45,1057
45,2106
45,2449
45,2989
45,3000
45,4679
45,6105
45,6371
45,7857
45,8625
45,9206
46,496
46,602
46,2776
46,2857
46,5031
46,5883
46,8966
46,9681
47,238
47,385
47,1332
47,3130
47,5629
47,5999
47,6735
47,8825
48,320
48,1190
48,1668
48,4480
48,4872
48,5050
48,5667
48,7427
48,7749
48,7859
49,788
49,945
49,3418
49,3858
49,4822
49,5069
49,7992
49,8392
49,9052
49,9222
49,9941
50,59
50,142
50,1099
50,1656
50,7019
51,454
51,1631
51,3018
51,3546
51,5274
51,6093
51,6547
51,6752
51,6994
51,7574
52,161
52,2490
52,2711
52,2922
52,4238
52,4468
52,5489
52,6661
52,7287
52,7408
53,700
53,1707
53,1990
53,2108
53,3183
53,3193
53,5379
53,5436
53,5514
53,5985
53,6230
53,8164
53,9618
54,630
54,633
54,3835
54,6529
54,7944
54,8045
54,8892
54,9861
55,1484
55,3152
55,3266
55,3999
55,5439
55,5768
55,8646
55,8829
56,216
56,970
56,2375
56,2484
56,4214
56,5062
56,5553
56,9757
57,414
57,511
57,3222
57,4829
57,6228
57,6298
57,8617
57,8722
58,1434
58,2662
58,3825
58,3998
58,4618
58,4847
58,5245
58,5411
58,7356
58,8519
58,8931
58,9003
58,9745
59,1313
59,4032
59,4386
59,4690
59,5466
59,6149
59,7262
59,7989
59,8168
59,9288
59,9703
60,757
60,758
60,1986
60,3559
60,4775
60,4797
60,7278
60,8051
61,2190
61,2743
61,3311
61,6802
61,9514
62,2022
62,2688
62,2882
62,5454
62,5780
62,6204
62,7799
62,7884
62,8354
63,1094
63,1584
63,1751
63,2314
63,4641
63,5955
63,6593
63,6687
63,7322
63,8246
63,8389
64,3551
64,4840
64,4992
64,5266
64,5456
64,5970
64,9142
64,9679
65,429
65,1110
65,2142
65,2279
65,4065
65,5340
65,5615
65,6319
65,9280
66,271
66,802
66,2563
66,3988
66,4769
66,7467
66,8575
66,8641
67,442
67,1059
67,1232
67,1690
67,2578
67,4902
67,5023
67,5142
67,6186
67,6995
67,7653
67,8359
67,9295
68,187
68,857
68,1809
68,2309
68,3873
68,6201
68,6763
68,7428
68,7458
68,7961
68,9584
69,1042
69,1604
69,3182
69,3213
